title,author,pub
"U-boat in the Hebrides,","Divine, A. D. 1904-","London, Collins 1940"
Theatre shoes /,"Streatfeild, Noel.","London, England : Jane Nissen Books, 1944"
Across the river and into the trees /,"Hemingway, Ernest, 1899-1961.","London : J. Cape, 1950"
Pierre of Normandy; a war story,"Tabori, Paul, 1908-1974.","London, Sylvan Press 1944"
Gimlet bores in : a king of the commandos adventure /,"Johns, W. E. 1893-1968.; Stead, Leslie.","Leicester, Leicestershire : Brockhampton, 1950"
"Mysterious air ace,","Davison, Gilderoy, 1892-","London, H. Jenkins limited 1941"
Devil on his trail /,"Hawkins, John, 1910-; Hawkins, Ward,","New York : Editions for the Armed Services, Inc.,  1946, 1944"
The Caine mutiny /,"Wouk, Herman, 1915-","Chicago, IL : Sears Readers Club, 1951"
Tomorrow will sing /,"Arnold, Elliott, 1912-1980.","New York : Duell, Sloan and Pearce, 1945"
The gallery.,"Burns, John Horne, 1916-1953.","London : Secker and Warburg,  1952, 1948"
"Verboten, a novel ...","Esmond, Sidney.","London, Melbourne, Hutchinson & Co., Ltd. 1940"
Sinister Island squadron : a flying story of the Pacific Area /,"Litten, Frederic Nelson, 1885-","London : Hutchinson's Books for Young People, 1946"
Black-out in Gretley : [a spy story] /,"Priestley, J. B. 1894-1984.","New York : Penguin,  1944, 1942"
Flare path : a novel of the North Atlantic Bomber Patrol /,"Claymore, Tod.","Cleveland [Ohio] : World Pub. Co., 1943"
Flare path : a novel of the North Atlantic Bomber Patrol.,"Claymore, Tod.","Cleveland ; New York : World Pub. Co., 1942"
Voyage into moondark /,"Janes, Gene.","Sydney : Calvert Pub. ; Melbourne : Gordon & Gotch (A/Asia), 1950s"
The lion has wings /,"Ware, John.","Collins, 1940"
The naked and the dead.,"Mailer, Norman.",[New York] New American Library 1949
Roll back the sky : a novel /,"Taylor, Ward.","London : Shakespeare Head,  1945-1956?"
The war--and Alan Carr /,"Westerman, Percy F. 1876-1959.; Uden, E. Boye,","London ; Glasgow : Blackie, 1940s"
Ships with wings /,"Clevely, Hugh Desmond.","London : [Cassell], 1942"
The danger within /,"Gilbert, Michael Francis, 1912-2006.","New York : Dell Pub. Co., 1952"
"Yes, farewell,","Burn, Michael.","London, J. Cape 1947"
The soldier /,"Opitz, Karlludwig.; FitzGibbon, Constantine,","London : Shakespeare Head, 1954"
The cruel sea /,"Monsarrat, Nicholas, 1910-1979.","London ; Melbourne : Cassell, 1953"
The cruel sea.,"Monsarrat, Nicholas, 1910-1979.","New York, Oxford Book Co., 1951"
The cruel sea.,"Monsarrat, Nicholas, 1910-1979.","New York : Knopf,  1955, 1951"
"The Royal Air Force picture book.  Publication:  London : Ward, Lock & Co,  1940-1944?   Document:  English :  Book   :  Fiction   :  Juvenile audience         Libraries Worldwide : 4   More Like This:  Advanced options ...   See more details for locating this item","The Royal Air Force picture book.  Publication:  London : Ward, Lock & Co,  1940-1944?   Document:  English :  Book   :  Fiction   :  Juvenile audience         Libraries Worldwide : 4   More Like This:  Advanced options ...   See more details for locating this item","London : Ward, Lock & Co,  1940-1944?"
Eight for eternity /,"Roberts, Cecil, 1892-1976.","Cape Town : Howard B. Timmins ; London : Hodder and Stoughton, 1948"
Squadron airborne /,"Trevor, Elleston, 1920-","Melbourne : W. Heinemann, 1955"
Subchaser Jim /,"Berger, Josef, 1903-; Coggins, Jack.","Boston : Little, Brown, 1946"
"If this be sin : original title, the Invisible glass /","Wahl, Loren.","New York : Avon Pub. Co., 1952"
"The Happy Valley ... Translated ... by Edward Owen Marsh, etc.","Roy, Jules, 1907-2000.; MARSH, Edward Owen.","London : Victor Gollancz, 1952"
The spy trap /,"Gilman, William.","New York, N.Y. : Bartholomew House, 1944"
Out of the dawn /,"Thwaites, Frederick J.","Sydney : Thwaites, 1940s"
Marise flies south /,"Carter, Dorothy.","London : Collins, 1944"
"Officers and gentlemen, a novel.","Waugh, Evelyn, 1903-1966.",London Chapman & Hall 1955
Winter of discontent /,"Frankau, Gilbert, 1884-1952.","London : Hutchinson, 1941"
Arms and the girl /,"Marshall, Marguerite Mooers, 1887-1964.","New York : Sun Dial Press, 1943"
Stalingrad /,"Plivier, Theodor, 1892-1955.; Winston, Richard.; Winston, Clara.","New York : Royal Books, 1942"
Even Jericho : a novel /,"Hall, Warner.","Philadelphia : Macrae-Smith, 1945"
"The adventures of Jimmy Martin, stowaway /","Polowe, David.","Patterson, N.J. : Colt Press, 1946"
Memo to a firing squad /,"Brennan, Frederick Hazlitt, 1901-1962.","New York, N.Y. : Dell, 1943"
"Liberty men, fall in!","Little, Eric H.","[Cape Town, Unie volkspers, beperk, 1945"
Pacific patrol /,"Halm, Agnes K.","New York : Vantage Press, 1954"
Assignment in Brittany.,"MacInnes, Helen, 1907-1985.","Transworld Publishers, 1954"
Assignment in Brittany /,"MacInnes, Helen, 1907-1985.","London : G.G. Harrap, 1943"
The girl on the Via Flaminia /,"Hayes, Alfred, 1911-1985.; Northcross, John.","New York, N.Y. : Pocket Books,  1950, 1949"
A Yank in the R.A.F. /,"Thomas, Harlan C.","[London] : Nicholson & Watson, 1941"
Operation Singapore /,"Jackson, L. K.","London : John Spencer,  1945-1966?"
The sea waifs /,"Vail, John, 1902-1971.","New York : Fawcett Publications, 1952"
Sinister errand /,"Cheyney, Peter, -1951.","New York, N.Y. : Avon, 1947"
"Lizzie Reynolds, valiant New Englander /","Kelly, Mary C.","New York : Exposition Press, 1954"
The conspirators /,"Prokosch, Frederic, 1908-1989.","New York ; London : Harper & Bros. Publishers, 1943"
The violent dawn /,"Flynn, Peter.","Sydney : Calvert Pub. Co., 1950s"
Smilin' Jack and the coral princess : based on the famous newspaper strip /,"Mosley, Zack.","Racine, Wis. : Whitman Pub. Co., 1945"
Immortal sergeant /,"Brophy, John, 1899-1965.","London : Wm. Collins Sons & Co, 1943"
Biggles in the Baltic : a tale of the second great war /,"Johns, W. E. 1893-1968.","London ; New York ; Toronto : Oxford University Press, 1941"
Biggles in the Baltic : a tale of the second great war /,"Johns, W. E. 1893-1968.","London ; New York ; Toronto : Oxford University Press, 1941"
No surrender /,"Albrand, Martha.; Manso, Leo.","Philadelphia : Blakiston ; New York : Pocket Books,  1944, 1942"
"""Calling Base 10"" /","Castle, Douglas.; Cuneo, Terence,","London ; Glasgow : Blackie, 1943"
"The good shepherd : galley proof, 1955.","Forester, C. S. 1899-1966.",1955
"Heaven knows, Mr. Allison /","Shaw, Charles, 1900-1955.","New York : Popular Library, 1952"
Pacifique Sud; Tales of the South Pacific,"Michener, James A. 1907-1997.","Paris, Flammarion 1951"
Spitfires up! /,"Walker, Rowland.; Sindall, A.","London : A. & C. Black, 1942"
"Men at arms, a novel.","Waugh, Evelyn, 1903-1966.","London, Chapman & Hall, 1952"
Execution /,"McDougall, Colin, 1917-","Toronto : Macmillan of Canada, 1953"
The devil held the aces /,"Doncaster, Patrick, 1917-","London : W.H. Allen, 1944"
Marling hall : a novel /,"Thirkell, Angela, 1890-1961.","London : H. Hamilton, 1942"
Vanishing ships /,"Fisher, Philip M.","New York : Novel Selections, 1943"
Call it treason : a novel /,"Howe, George Locke.; Kidder, Harvey.","New York : Pocket Books,  1950, 1949"
Trapped /,"Innes, Hammond, 1913-1998.","New York : Ballantine Books, 1940"
The edge of darkness /,"Woods, William Howard, 1916-","New York : Grosset & Dunlap, 1942"
The bridge on the River Kwai /,"Boulle, Pierre, 1912-1994.; Fielding, Xan.","New York, Grosset & Dunlap 1954"
The snow goose,"Gallico, Paul, 1897-1976.","New York : A.A. Knopf, 1940"
England is my village /,"Rees, John Llewelyn, -1940.","London : Rightbook Club, 1941"
The sweeping tide /,"Duffield, Anne, 1895-","New York : Arcadia House, 1940"
"A bell for Adano,","Hersey, John, 1914-1993.","London : Gollancz, 1946"
Captain Midnight and the secret squadron /,"Winterbotham, R. R. 1904-1971.; Hess, Erwin L.,","Racine, Wis. : Whitman Pub. Co., 1941"
A bell for Adano,"Hersey, John, 1914-1993.","New York, Watts 1944"
Long the imperial way.,"Tasaki, Hanama.","Westport, Conn., Greenwood Press 1949"
Flight from the unendurable /,"Gibson, Owen.","Sydney : Calvert Pub. Co., 1950s"
Commandos raid at dawn.,"Dempster, Guy, pseud. [i.e. Dempster E. Heming.]","London, 1943"
The house of the winds /,"Hodge, Charles.; Gower, Francis.","London : Faber and Faber Ltd., 1948"
"The long alert, a novel by Philip Gibbs.","Gibbs, Philip, 1877-1962.","London, New York [etc.] Hutchinson & co. ltd. 1941"
Action stations!,"Ricci, Lewis Anselm da Costa, 1886-","Boston, Little, Brown and Co.,  1943, 1941"
"Ironsides smashes through,","Gunn, Victor.","London, Collins 1940"
"Biggles in Borneo : a ""Biggles Squadron"" story of the Second Great War /","Johns, W. E. 1893-1968.","London ; New York : Oxford University Press, 1943"
"Biggles in Borneo : a ""Biggles Squadron"" story of the second great war /","Johns, W. E. 1893-1968.; Tresilian, Stuart.","Toronto : Oxford University Press, 1943"
Date with a spy /,"Maddock, Stephen.","London : Collins Sons & Co., 1940s"
Pastoral /,"Shute, Nevil, 1899-1960.","New York, N.Y. : Pocket Books,  1945, 1944"
Ordeal of the damned /,"Kenton, Mack.","[Sydney?] : Cleveland Pub. Co., 1950s"
"Most secret,","Shute, Nevil, 1899-1960.","New York, Sun Dial Press, 1945"
Biggles in Borneo /,"Johns, W. E. 1893-1968.","London : Geoffrey Cumberledge, Oxford University Press, 1951"
Background to danger /,"Ambler, Eric, 1909-1998.","New York : Pocket Books,  1945, 1937"
Beach red.,"Bowman, Peter.","NY : Random House, 1945"
The journey home /,"Popkin, Zelda, 1898-","New York : Pocket Books,  1946, 1945"
The strange land /,"Calmer, Ned.","New York : New American Library,  1951, 1950"
The Caine mutiny /,"Wouk, Herman, 1915-","New York, N.Y. : Dell, 1951"
The Caine mutiny /,"Wouk, Herman, 1915-","New York : Pocket Books,  1951, 1973"
Hero's wife /,"Noble, Emily.","New York : Gramercy Pub. Co., 1943"
Party frock,"Streatfeild, Noel.; Zinkeisen, Anna Katrina,","London : Collins, 1946"
The Sixth of June.,"Shapiro, Lionel S. B, 1908-","London : Companion Book Club, 1955"
Replacement /,"Husted, Dick, 1925-","Boston : Meador Pub. Co., 1948"
Three day pass--to kill /,"Burke, James Wakefield.; Grace, Edward,","New York, N.Y. : Berkley, 1955"
Atlantic tramp /,"Smythe, Tom.","London ; New York : Jarrolds, 1942"
The three Mary Anns /,"Oldmeadow, Katharine L.; Hodges, C. Walter","London : Cassell and Co., 1948"
Gimlet goes again : King of the Commandos in another adventure with Fighting France and the Greay Fleas of the north /,"Johns, W. E. 1893-1968.; Stead, Leslie.","London : Univ. of London Press, 1944"
The strange battle for Liekau Kam /,"Bradley, Russ.","Sydney : Calvert ; Melbourne : Distributors, Gordon & Gotch, 1950s"
Pleasure Island : a novel /,"Maier, William, 1901-","London ; New York : Allan Wingate, 1950"
The ministry of fear : an entertainment /,"Greene, Graham, 1904-1991.","London : Heinemann, 1943"
Victorious island /,"Van der Haas, Henrietta.; Hordyk, Gerard,","New York : Harcourt, Brace, 1947"
The naked and the dead /,"Mailer, Norman.","London : A. Wingate,  1952, 1949"
The naked and the dead /,"Mailer, Norman.","New York : Henry Holt, 1948"
A walk in the sun /,"Brown, Harry, 1917-1986.","New York : Alfred A. Knopf, 1949"
The bitter taste of war /,"Gibson, Owen.","Sydney : Calvert ; Melbourne : Distributor, Gordon & Gotch, 1950s"
Tales of the Bryansk woods,"Krivitskii, Aleksandr IUrevich.; Krainov, Pavel.","Moscow, Foreign Languages Pub. House, 1944"
Back; a novel.,"Green, Henry, 1905-1974.","London, Hogarth Press,  1948, 1946"
By luck and by pluck,"Westerman, Percy F. 1876-1959.; Cuneo, Terence.","London : Blackie & Son, 1946"
Ape spies a story of the war upon a desert island /,"Pryke, Ribson.","London : W. Barton,  1940-1949?"
"The Sea Falcon,","Collins, Erroll.","London and Redhill, Lutterworth Press 1941"
"The spy in khaki,","McKenna, Marthe Cnokaert, 1892-","London, Jarrolds Limited 1941"
Assignment in Brittany.,"Highet, Helen Clark, formerly Macinnes.","London, 1942"
"Gimlet mops up : an adventure of king of the commandos and his three musketeers, Corporal ""Copper"" Colson, ""Trapper"" Troublay and ""Cub"" Peters /","Johns, W. E. 1893-1968.","Leicester : Brockhampton, 1947"
The soldier,"Opitz, Karlludwig.; Opitz, Karlludwig.","London : F. Muller, 1954"
Patrol /,"Majdalany, Fred.","New York : Ballantine Books, 1953"
Dream of Eden : original title : The second circle /,"Brebner, Winston.","New York : New American Library, 1953"
From the city from the plough /,"Baron, Alexander.","London : Cape, 1950"
The firing squad : a novel /,"Weiskopf, Franz Carl, 1900-","Berlin : Seven Seas, 1944"
The cruel sea.,"Monsarrat, Nicholas, 1910-1979.","New York : Pocket Books, 1953"
The cruel sea /,"Monsarrat, Nicholas, 1910-1979.","Short Hills, NJ : Burford Books, 1951"
The cruel sea /,"Monsarrat, Nicholas, 1910-1979.","London : Cassell & Co., 1952"
Peach blossom /,"Lattimore, Eleanor Frances, 1904-1986.","New York : Harcourt, Brace, and World, 1943"
Mumfie marches on,"Tozer, Katharine, 1907-1943.",London : J. Murray 1942
V for vengeance /,"Wheatley, Dennis, 1897-1977.","London : Book Club, 1943"
Mister Roberts /,"Heggen, Thomas, 1919-1949.","London : Nicholson & Watson, 1948"
Mister Roberts /,"Heggen, Thomas, 1919-1949.","Boston : Houghton Mifflin Co., 1946"
"None can change us,","Vernon, Anne.","London, S. Paul & Co., Ltd. 1940"
Secret convoy,"Westerman, Percy F. 1876-1959.; Cuneo, Terence.","London : Blackie & Son, 1944"
Battle cry /,"Uris, Leon, 1924-2003.","New York : Bantam Books, 1953"
The young lions /,"Shaw, Irwin, 1913-1984.","New York, NY : New American Library, 1950"
The young lions /,"Shaw, Irwin, 1913-1984.","New York : New American Library, 1952"
Officers and gentlemen : a novel /,"Waugh, Evelyn, 1903-1966.","London : Chapman & Hall, 1955"
Officers and gentlemen : a novel /,"Waugh, Evelyn.","London : Chapman & Hall, 1955"
Walk into hell /,"Hubler, Richard Gibson, 1912-","New York : Popular Library, 1946"
Winter of discontent /,"Frankau, Gilbert, 1884-1952.","London : Book Club, 1942"
Engage and destroy /,"Gibson, Owen.","Sydney : Calvert Pub. Co. ; Melbourne : Distributors, Gordon & Gotch (A'Asia), 1950s"
Guerrilla : a novel /,"Dunsany, Edward John Moreton Drax Plunkett, Baron, 1878-1957.","London, Toronto : William Heinmann, 1944"
Guerrilla /,"Dunsany, Edward John Moreton Drax Plunkett, Baron, 1878-1957.","London : W. Heinemann, 1944"
"Nelson, the kite of the king's navy /","Marx, Enid.","London, 1942"
Miss Bunting.,"Thirkell, Angela, 1890-1961.","New York : Knopf, 1946"
The enemy below.,"Rayner, D. A.","New York, Holt 1947"
Birth of a monster /,"Williamson, Glynn.","London ; Melbourne : Published for the Crime Book Society by Hutchinson, 1940s"
She learned about love /,"Gaddis, Peggy.","New York : Phoenix Press, 1943"
Having held the nettle,"Opie, Peter.","London : Torchstream Books, 1945"
The men of the Burma Road.,"Chiang, Yee, 1903-1977.","London : Methuen & Co., 1951"
Brave company.,"Wilson, Guthrie.",[London] Transworld 1953
Reprisal [by] Ethel Vance.,"Stone, Grace Zaring, 1891-1991.","Boston Little, Brown 1942"
We got away /,"Garland, Sheila.","Sydney : Calvert Pub. Co., 1950s"
The rainbow : the Stalin prize novel /,"Wasilewska, Wanda, 1905-1964.","Winnipeg, Canada : Contemporary, 1944"
"Rainbow, a novel","Wasilewska, Wanda, 1905-1964.; Bone, Edith.","London, New York [etc.] Hutchinson International Authors Ltd. 1945"
The last inspection.,"Lewis, Alun, 1915-1944.","London, Allen & Unwin 1944"
A strange husband /,"Bowman, Jeanne, 1895-","New York : Gramercy Publishing, 1945"
Attack alarm /,"Innes, Hammond, 1913-1998.","London : Wm. Collins Sons & Co., 1942"
Brave companions /,"Knight, Ruth Adams, 1898-; Ward, Lynd,","Garden City, New York, Doubleday, Doran & comany, Inc., 1946"
Assignment in Brittany.,"MacInnes, Helen, 1907-1985.","Greenwich, Fawcett Publications 1942"
Dhidgerry Doo : a tale woven around fact.,"Griffiths, Owen.","Sydney : P & S Press, 1947"
A flag in the city /,"Landon, Christopher.","Melbourne : William Heinemann Ltd.,  1953, ?"
Meet the Malones.,"Weber, Lenora M.","London, 1943"
"Ace v. ace Karl von Richter was ace of Messerschmitts, but he met his match /","McKeown, Bill.","London : W. Barton,  1940-1949?"
The long November /,"Nablo, James Benson, 1910-","New York : New American Library, 1952"
The revolt of Gunner Asch. Translated from the German by Robert Kee.,"Kirst, Hans Hellmut, 1914-","Boston, Little, Brown 1955"
Winged love,"Robins, Denise, 1897-1985.","London, Melbourne, Hutchinson & Co. Ltd. 1941"
The wine of astonishment /,"Gellhorn, Martha, 1908-1998.","New York : Bantam Books,  1949, 1948"
Pathways east and west /,"Woolsey, Nell Cramer.","Los Angeles, Calif. : L.L. Morrison, 1948"
Homeward borne : a novel /,"Chatterton, Ruth, 1893-1961.; Sarnoff, Arthur.","New York : Pocket Books,  1951, 1950"
Worrals goes east a Worrals of the W.A.A.F. story /,"Johns, W. E. 1893-1968.; Stead.","London : Hodder & Stoughton,  1950, 1944"
The second chance /,"Bradley, Russ.","Sydney : Calvert Publishing,  1950-1959?"
Voyage to somewhere /,"Wilson, Sloan, 1920-2003.","New York : Ace Books, 1946"
Immortal sergeant /,"Brophy, John, 1899-1965.","London ; Sydney : Collins, 1946"
"70,000 to 1.","Reynolds, Quentin J., 1902-1965.","Random House, 1946"
"Moscow,","Plivier, Theodor, 1892-1955.","Doubleday, 1953"
Brave interlude /,"Goodchild, George, 1888-","London ; Melbourne : Ward, Lock & Co., 1942"
Tales of the South Pacific /,"Michener, James A. 1907-","New York : Macmillan Co. ; Sydney : Dymocks Book Arcade, 1954"
Walk with the devil /,"Arnold, Elliott, 1912-1980.; Pease, Ray.","New York : Pocket Book, 1952"
Coffin for one /,"Beeding, Francis.","New York, N.Y. : New Avon Library, 1943"
Mask of glory.,"Levin, Dan.","New York, Popular Library 1952"
